iter	Logloss
0	0.5223505849
1	0.4062346466
2	0.3368049484
3	0.274182456
4	0.2283707337
5	0.1904925766
6	0.1578932189
7	0.1424551888
8	0.1241808394
9	0.1106772941
10	0.09958179644
11	0.09156552056
12	0.08415624137
13	0.07784091249
14	0.07185708529
15	0.06845288537
16	0.06372112801
17	0.06023171422
18	0.05714800999
19	0.05411858302
20	0.05153265112
21	0.04954708884
22	0.047439402
23	0.04550177889
24	0.04377012624
25	0.04166527926
26	0.03990425104
27	0.03810337747
28	0.03688990746
29	0.03548888345
30	0.0344236715
31	0.03318997317
32	0.0320403016
33	0.03103836383
34	0.02986861062
35	0.02888209042
36	0.02793042668
37	0.02692988296
38	0.02610642851
39	0.02522863938
40	0.0241774114
41	0.02336015703
42	0.0223230791
43	0.02176626509
44	0.02132596595
45	0.02074687779
46	0.02017783204
47	0.01963852434
48	0.01921335763
49	0.01880515547
50	0.01833609969
51	0.01801298986
52	0.01770707219
53	0.01708834235
54	0.01664534994
55	0.01628799603
56	0.01603149191
57	0.01549417579
58	0.0151039198
59	0.01470061392
60	0.01434046953
61	0.01410230787
62	0.01381916775
63	0.01356460963
64	0.01323729762
65	0.01277891398
66	0.01245507284
67	0.01221301642
68	0.01198954118
69	0.01175710857
70	0.01131505256
71	0.01106489026
72	0.01078910404
73	0.01059092858
74	0.01041836596
75	0.01005631297
76	0.009866169805
77	0.009736849957
78	0.009494856036
79	0.009409815866
80	0.009278161859
81	0.009189272017
82	0.0090737883
83	0.008907537189
84	0.008605167342
85	0.008495731964
86	0.008410449389
87	0.008300899245
88	0.008152573849
89	0.007978403665
90	0.007881887757
91	0.007766550288
92	0.007583165808
93	0.007505787761
94	0.007396081769
95	0.007332396967
96	0.007198246157
97	0.007100091065
98	0.006931662107
99	0.006789787352
100	0.006632060019
101	0.006516585387
102	0.006462270769
103	0.006407504748
104	0.006347736919
105	0.006235869073
106	0.006160884104
107	0.006099104277
108	0.005949888592
109	0.005888081317
110	0.005869858132
111	0.005821596381
112	0.005802442317
113	0.005761741264
114	0.005704279773
115	0.005692298529
116	0.005641837989
117	0.005581249041
118	0.005545657468
119	0.00547986746
120	0.00544532057
121	0.005418059421
122	0.005363437243
123	0.00527800868
124	0.00523886341
125	0.005190418457
126	0.005158066704
127	0.005093959459
128	0.005001995833
129	0.004967108559
130	0.004944472551
131	0.004921058838
132	0.004810533935
133	0.004773024227
134	0.004704085533
135	0.004638878488
136	0.004567148767
137	0.004509120377
138	0.004489178011
139	0.004478892396
140	0.004405437641
141	0.004339712443
142	0.004308256359
143	0.004246506795
144	0.004186631216
145	0.004169736511
146	0.004150966205
147	0.004083405487
148	0.004047193481
149	0.003986841144
150	0.003930291755
151	0.003886943227
152	0.00385794119
153	0.003818971094
154	0.003800262665
155	0.003775702541
156	0.003761189045
157	0.003726786003
158	0.003683256448
159	0.003672356765
160	0.003649788681
161	0.003618340287
162	0.00357275806
163	0.003555517415
164	0.003510786293
165	0.003476457229
166	0.003432835647
167	0.003417368759
168	0.003405860953
169	0.00337568089
170	0.003316533782
171	0.003296094478
172	0.003280465154
173	0.00328045471
174	0.003264375452
175	0.003208093241
176	0.003191272648
177	0.003163553717
178	0.003132366564
179	0.00311220191
180	0.003095201025
181	0.003055154773
182	0.003005866912
183	0.003005866912
184	0.002996879525
185	0.00294505473
186	0.002929234522
187	0.002916941295
188	0.002905583128
189	0.002905553379
190	0.002892251679
191	0.002872706076
192	0.00285107166
193	0.002822493457
194	0.002792140455
195	0.002792123131
196	0.002761584024
197	0.002746272372
198	0.002732673345
199	0.002685688381
200	0.002638721582
201	0.00258402927
202	0.002557147269
203	0.002527752859
204	0.00251583845
205	0.0024987318
206	0.002488452689
207	0.002488448812
208	0.002464061503
209	0.002450360743
210	0.002445750992
211	0.002433341735
212	0.002422077831
213	0.002422060552
214	0.002373256991
215	0.002373256991
216	0.002373246045
217	0.002362466137
218	0.002362458787
219	0.002345430732
220	0.002327028215
221	0.002327010308
222	0.002313971659
223	0.002313978129
224	0.002313978129
225	0.002313962776
226	0.00231395424
227	0.00231395424
228	0.002313949472
229	0.002313949472
230	0.002313949472
231	0.002313949472
232	0.002283258279
233	0.002277638957
234	0.002277638957
235	0.002253216024
236	0.002224801351
237	0.002196346188
238	0.002196350914
239	0.002196350914
240	0.002196346632
241	0.002196346632
242	0.002196346632
243	0.002196346632
244	0.002196346632
245	0.002196346632
246	0.002196346632
247	0.002196346632
248	0.002177700906
249	0.002177689901
250	0.002167723154
251	0.002167712106
252	0.002167692857
253	0.002167690463
254	0.002167698999
255	0.002167682864
256	0.002167688085
257	0.002167658179
258	0.002167658179
259	0.002167658179
260	0.002167650301
261	0.002167627198
262	0.002167621731
263	0.002167611349
264	0.002167609419
265	0.00216760445
266	0.002167573728
267	0.002167573728
268	0.002167562029
269	0.00216755009
270	0.002167541329
271	0.002167535289
272	0.002167519001
273	0.002167515787
274	0.002167515787
275	0.002167484246
276	0.002167473875
277	0.002167468899
278	0.002167454582
279	0.002167437563
280	0.002167407154
281	0.002167396555
282	0.002167412082
283	0.002167395874
284	0.002167371211
285	0.002167380705
286	0.002167364573
287	0.002167345222
288	0.00216733112
289	0.002167319941
290	0.002167299939
291	0.002167291692
292	0.002167285473
293	0.002167258578
294	0.002167256067
295	0.002167248982
296	0.002167237347
297	0.002167227732
298	0.00216720386
299	0.002167196199
300	0.002167188627
301	0.002167188627
302	0.002167168425
303	0.002167168425
304	0.002167168127
305	0.002167159231
306	0.002167154512
307	0.002167154512
308	0.002167154512
309	0.002167163686
310	0.002167147375
311	0.002167134898
312	0.002167132584
313	0.002167132584
314	0.002167132584
315	0.002167132584
316	0.002167132584
317	0.002167119381
318	0.002167119381
319	0.002167119381
320	0.002167119381
321	0.002167119381
322	0.002167096158
323	0.002167098939
324	0.002167098939
325	0.002167098939
326	0.002167098939
327	0.002167098939
328	0.002167098939
329	0.002167088685
330	0.002167088685
331	0.002151292183
332	0.002151292183
333	0.002151293825
334	0.002151272321
335	0.002151268484
336	0.002151282072
337	0.002151282072
338	0.002138327565
339	0.002138328043
340	0.002138331632
341	0.002138314034
342	0.002138314034
343	0.002138317544
344	0.002138305999
345	0.002138306834
346	0.002138306834
347	0.002138306834
348	0.002138307473
349	0.002138289907
350	0.002138295458
351	0.002138288666
352	0.002138288666
353	0.002138269855
354	0.002138269855
355	0.002138289949
356	0.002138281135
357	0.002138281135
358	0.002138273665
359	0.002138273665
360	0.002138273665
361	0.002138273665
362	0.002138266979
363	0.002138266979
364	0.002138273909
365	0.002138253294
366	0.002138260892
367	0.002138245355
368	0.002138240406
369	0.002138232708
370	0.002138223127
371	0.002113583565
372	0.00211357896
373	0.002113565874
374	0.002113554844
375	0.002113527991
376	0.002113527991
377	0.002113527991
378	0.002113527991
379	0.002113527991
380	0.002081866723
381	0.002081866723
382	0.002081859816
383	0.002081849992
384	0.002081849098
385	0.002081839059
386	0.002081842092
387	0.00208182396
388	0.002081828414
389	0.002081821517
390	0.002081811183
391	0.002081811969
392	0.002081805412
393	0.00208179481
394	0.002081783555
395	0.002081777475
396	0.002081774857
397	0.00208177634
398	0.002081771103
399	0.002081759778
400	0.002081756057
401	0.002081750698
402	0.002081743541
403	0.002081744383
404	0.002081735628
405	0.002081735628
406	0.002081735628
407	0.002081735628
408	0.002081735628
409	0.002081735628
410	0.002081735628
411	0.002081735628
412	0.00208172864
413	0.00208172864
414	0.00208172864
415	0.00208172864
416	0.00208172864
417	0.00208172864
418	0.00208172864
419	0.00208172864
420	0.00208172864
421	0.00208172864
422	0.00208172864
423	0.00208172864
424	0.00208172864
425	0.00208172864
426	0.00208172864
427	0.00208172864
428	0.00208172864
429	0.002081717532
430	0.002081703949
431	0.002081703949
432	0.002081703949
433	0.002081703949
434	0.002081703949
435	0.002081703949
436	0.002081703949
437	0.002081703949
438	0.002081703949
439	0.002081703949
440	0.002081703949
441	0.002081703949
442	0.002081703949
443	0.002081703949
444	0.002081703949
445	0.002081703949
446	0.002081703949
447	0.002081703949
448	0.002081703949
449	0.002081703949
450	0.002081703949
451	0.002081703949
452	0.002081703949
453	0.002081703949
454	0.002081703949
455	0.002081703949
456	0.002081703949
457	0.002081703949
458	0.002081703949
459	0.002081703949
460	0.002081703949
461	0.002081703949
462	0.002081703949
463	0.002081703949
464	0.002081703949
465	0.002081703949
466	0.002067906187
467	0.002067915184
468	0.002067904616
469	0.002067899245
470	0.002067899245
471	0.002067899245
472	0.002067899245
473	0.002067899245
474	0.002067899245
475	0.002067899245
476	0.002067899245
477	0.002067899245
478	0.002067899245
479	0.002067899245
480	0.002067899245
481	0.002067883739
482	0.002067872256
483	0.002067875817
484	0.002067865546
485	0.002067854325
486	0.002067850955
487	0.002067843454
488	0.002067858713
489	0.002067844787
490	0.002067834601
491	0.00206784048
492	0.002067829072
493	0.002067826728
494	0.002067805369
495	0.002067814023
496	0.002067784191
497	0.002067769105
498	0.002067754885
499	0.002067743934
500	0.002067726628
501	0.00206771577
502	0.002067715986
503	0.002067714713
504	0.002067701714
505	0.002067688488
506	0.002067688488
507	0.002067681534
508	0.002067681534
509	0.002067672832
510	0.002067673946
511	0.002067663986
512	0.002067655482
513	0.002067658522
514	0.002067642591
515	0.002067642591
516	0.002067628065
517	0.002067628065
518	0.002067630572
519	0.002067616991
520	0.002067618387
521	0.002067611109
522	0.002067593622
523	0.002067587966
524	0.002067574026
525	0.002067575805
526	0.002067562022
527	0.00206755525
528	0.002067552599
529	0.002067546018
530	0.002067538641
531	0.00206752342
532	0.002060042046
533	0.002060042046
534	0.002060037437
535	0.002060023848
536	0.002060023848
537	0.002060023848
538	0.002060023848
539	0.002060020771
540	0.00206001352
541	0.00206001352
542	0.00206001352
543	0.00206001352
544	0.002060001461
545	0.002059989696
546	0.002059990984
547	0.002059980643
548	0.002059980643
549	0.002059980643
550	0.002059964174
551	0.002059975204
552	0.002059975204
553	0.002059975204
554	0.002059967563
555	0.002059939505
556	0.002059939505
557	0.002059939505
558	0.002059932883
559	0.002059932745
560	0.002059932745
561	0.002059931593
562	0.002059929126
563	0.002059929126
564	0.002059929126
565	0.002059929126
566	0.002059929126
567	0.002059929126
568	0.002059929126
569	0.002059923135
570	0.002059912638
571	0.002059912638
572	0.002059905514
573	0.002059907933
574	0.002059907933
575	0.002059902678
576	0.002059902678
577	0.002059902678
578	0.002059902678
579	0.002059902678
580	0.002059902678
581	0.002059902678
582	0.002059902678
583	0.002059902678
584	0.002059902678
585	0.002059906638
586	0.002059899124
587	0.002059899124
588	0.002059900995
589	0.002059900995
590	0.002059900995
591	0.002059898035
592	0.002059898035
593	0.002059898035
594	0.002059898035
595	0.002059898035
596	0.002059898035
597	0.002059898035
598	0.002059877586
599	0.002059877586
600	0.002059877586
601	0.002059877586
602	0.002059877586
603	0.002059895951
604	0.002059895951
605	0.002059895951
606	0.002059895951
607	0.002059861807
608	0.002059861807
609	0.002059865316
610	0.002059861184
611	0.002059852386
612	0.002059852386
613	0.002059859979
614	0.002059859979
615	0.002059859979
616	0.002059859979
617	0.002059845777
618	0.002059845777
619	0.002059845777
620	0.002059845777
621	0.002059844502
622	0.002059844502
623	0.002059844502
624	0.002059844502
625	0.002059836748
626	0.002059836748
627	0.002059848247
628	0.002059848247
629	0.002059826164
630	0.002059826164
631	0.002059834232
632	0.002059834232
633	0.002059834232
634	0.002059827198
635	0.002059829875
636	0.002059829875
637	0.002059829875
638	0.00205981647
639	0.00205980567
640	0.00205980567
641	0.002059821835
642	0.002059821835
643	0.002059801629
644	0.002059801629
645	0.002059802884
646	0.002059801843
647	0.002059801843
648	0.002059801843
649	0.002059800916
650	0.002059792292
651	0.002059792292
652	0.002059794888
653	0.002059794888
654	0.002059794888
655	0.002059794888
656	0.002059764894
657	0.002059738887
658	0.002059740565
659	0.002059740565
660	0.002059740565
661	0.002059740565
662	0.002059740565
663	0.002059740565
664	0.002059740565
665	0.002059740565
666	0.002059740565
667	0.002059740565
668	0.00205972087
669	0.00205972087
670	0.00205972087
671	0.00205972087
672	0.00205972087
673	0.00205972087
674	0.002059710033
675	0.002059710033
676	0.002059710033
677	0.002059710033
678	0.002059710033
679	0.002059710033
680	0.00205970848
681	0.00205969989
682	0.00205969989
683	0.00205969989
684	0.00205969989
685	0.00205969989
686	0.00205967796
687	0.00205967796
688	0.00205967796
